CLAVE,SITIO,ORGANISMO_DE_CUENCA,ESTADO,MUNICIPIO,ACUIFERO,SUBTIPO,LONGITUD,LATITUD,PERIODO,ALC_mg/L,CALIDAD_ALC,CONDUCT_mS/cm,CALIDAD_CONDUC,SDT_mg/L,SDT_M_mg/L,CALIDAD_SDT_ra,CALIDAD_SDT_salin,FLUORUROS_mg/L,CALIDAD_FLUO,DUR_mg/L,CALIDAD_DUR,COLI_FEC_NMP/100_mL,CALIDAD_COLI_FEC,N_NO3_mg/L,CALIDAD_N_NO3,AS_TOT_mg/L,CALIDAD_AS,CD_TOT_mg/L,CALIDAD_CD,CR_TOT_mg/L,CALIDAD_CR,HG_TOT_mg/L,CALIDAD_HG,PB_TOT_mg/L,CALIDAD_PB,MN_TOT_mg/L,CALIDAD_MN,FE_TOT_mg/L,CALIDAD_FE,SEMAFORO,CONTAMINANTES,CUMPLE_CON_ALC,CUMPLE_CON_COND,CUMPLE_CON_SDT_ra,CUMPLE_CON_SDT_salin,CUMPLE_CON_FLUO,CUMPLE_CON_DUR,CUMPLE_CON_CF,CUMPLE_CON_NO3,CUMPLE_CON_AS,CUMPLE_CON_CD,CUMPLE_CON_CR,CUMPLE_CON_HG,CUMPLE_CON_PB,CUMPLE_CON_MN,CUMPLE_CON_FE
DLBAJ5609,POZO No. VI,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LA PAZ,LA PAZ,POZO,"-110,307570","24,133840",2021,,,1648,Permisible para riego,"1054,72","1166,2",Cultivos con manejo especial,Ligeramente salobres,,,,,,,"6,802976",Potable - Buena calidad,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,"0,003",Potable - Excelente,"0,0398",Potable - Excelente,Verde,,ND,SI,SI,SI,ND,ND,ND,SI,SI,SI,SI,SI,SI,SI,SI
DLBAJ5611,POZO No. 138,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LA PAZ,LA PAZ,POZO,"-110,324710","24,089520",2021,,,3727,Indeseable para riego,"2385,28","2750,2",Cultivos tolerantes,Salobres,,,,,,,"10,060406",Potable - Buena calidad,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,"0,0016",Potable - Excelente,<0.025,Potable - Excelente,Amarillo,"CONDUC,SDT_ra,SDT_salin,",ND,NO,NO,NO,ND,ND,ND,SI,SI,SI,SI,SI,SI,SI,SI
DLBAJ5612,POZO No. 129,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LA PAZ,LA PAZ,POZO,"-110,317510","24,098890",2021,,,2033,Dudosa para riego,"1301,12",1236,Cultivos con manejo especial,Ligeramente salobres,,,,,,,"7,980394",Potable - Buena calidad,"0,0192",Apta como FAAP,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,"0,0042",Potable - Excelente,"0,3567",Sin efectos en la salud - Puede dar color al agua,Amarillo,"CONDUC,FE,",ND,NO,SI,SI,ND,ND,ND,SI,SI,SI,SI,SI,SI,SI,NO
DLBAJ5613,POZO No. 134,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LA PAZ,LA PAZ,POZO,"-110,324520","24,104380",2021,,,3170,Indeseable para riego,"2028,8","1982,6",Cultivos tolerantes,Salobres,,,,,,,"13,860521",No apta como FAAP,"0,0162",Apta como FAAP,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,<0.0015,Potable - Excelente,"0,0263",Potable - Excelente,Rojo,"CONDUC,SDT_ra,SDT_salin,NO3,",ND,NO,NO,NO,ND,ND,ND,NO,SI,SI,SI,SI,SI,SI,SI
DLBAJ5614,POZO No. 135-R,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LA PAZ,LA PAZ,POZO,"-110,325640","24,107950",2021,,,3470,Indeseable para riego,"2220,8","2594,4",Cultivos tolerantes,Salobres,,,,,,,"18,430603",No apta como FAAP,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,<0.0015,Potable - Excelente,<0.025,Potable - Excelente,Rojo,"CONDUC,SDT_ra,SDT_salin,NO3,",ND,NO,NO,NO,ND,ND,ND,NO,SI,SI,SI,SI,SI,SI,SI
DLBAJ6532,POZO CAMARENA,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,MULEGE,SANTA ROSALIA,POZO,"-112,293403","27,372564",2021,,,7863,Indeseable para riego,"6290,4","29981,4",Indeseable para riego,Salinas,,,,,,,"3,445382",Potable - Excelente,<0.01,Potable - Excelente,"0,0044",Apta como FAAP,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,"0,9023",Puede afectar la salud,"0,6291",Sin efectos en la salud - Puede dar color al agua,Amarillo,"CONDUC,SDT_ra,SDT_salin,MN,FE,",ND,NO,NO,NO,ND,ND,ND,SI,SI,SI,SI,SI,SI,NO,NO
DLBAJ70,POZO NO. XII (ANTES A.P. XII),PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LA PAZ,LA PAZ,POZO,"-110,307730","24,080080",2021,,,2353,Dudosa para riego,"1505,92",1692,Cultivos con manejo especial,Ligeramente salobres,,,,,,,"5,03201",Potable - Buena calidad,"0,0129",Apta como FAAP,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,<0.0015,Potable - Excelente,<0.025,Potable - Excelente,Amarillo,"CONDUC,",ND,NO,SI,SI,ND,ND,ND,SI,SI,SI,SI,SI,SI,SI,SI
DLBAJ71,A.P. NO. X,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LA PAZ,LA PAZ,POZO,"-110,315380","24,054960",2021,"164,475",Alta,1666,Permisible para riego,"1066,24","1183,8",Cultivos con manejo especial,Ligeramente salobres,"0,3057",Baja,"569,259",Muy dura e indeseable usos industrial y domestico,<1.1,Potable - Excelente,"5,198727",Potable - Buena calidad,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,<0.0015,Potable - Excelente,<0.025,Potable - Excelente,Amarillo,"DT,",SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI
DLBAJ80,POZO CLAVE 14-R,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LA PAZ,LOS PLANES,POZO,"-109,905880","23,960040",2021,,,3260,Indeseable para riego,"2086,4",2615,Cultivos tolerantes,Salobres,,,,,,,"18,356092",No apta como FAAP,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,"0,0047",Potable - Excelente,"0,0368",Potable - Excelente,Rojo,"CONDUC,SDT_ra,SDT_salin,NO3,",ND,NO,NO,NO,ND,ND,ND,NO,SI,SI,SI,SI,SI,SI,SI
DLBAJ81,POZO CLAVE 2,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LA PAZ,LOS PLANES,POZO,"-109,892820","23,961270",2021,,,1732,Permisible para riego,"1108,48","1210,4",Cultivos con manejo especial,Ligeramente salobres,,,,,,,"1,50893",Potable - Excelente,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,"0,008",Potable - Excelente,"0,2059",Potable - Excelente,Verde,,ND,SI,SI,SI,ND,ND,ND,SI,SI,SI,SI,SI,SI,SI,SI
DLBAJ93,POZO JAVIER ARAMBURO,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LOS CABOS,SAN JOSE DEL CABO,POZO,"-109,697542","23,067150",2021,"192,425",Alta,1260,Permisible para riego,"806,4",783,Cultivos sensibles,Potable - Dulce,"2,1977",Alta,"183,7608",Potable - Dura,24196,Fuertemente contaminada,"1,466643",Potable - Excelente,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,"0,0736",Potable - Excelente,"0,0625",Potable - Excelente,Rojo,"FLUO,CF,",SI,SI,SI,SI,NO,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI
DLCAM217M1,POZO DEL SISTEMA DE AGUA POTABLE DE CANDELARIA-CAMPECHE,PENINSULA DE YUCATAN,CAMPECHE,CANDELARIA,PENINSULA DE YUCATAN,POZO,"-91,046720","18,186800",2021,"322,79",Alta,2164,Dudosa para riego,"1384,96",1442,Cultivos con manejo especial,Ligeramente salobres,"0,6739",Media,,,<1.1,Potable - Excelente,"0,1367",Potable - Excelente,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,<0.0015,Potable - Excelente,"0,16264",Potable - Excelente,Amarillo,"CONDUC,",SI,NO,SI,SI,SI,ND,SI,SI,SI,SI,SI,SI,SI,SI,SI
DLCAM228,POZO DEL SISTEMA DE AGUA POTABLE DE SEYBAPLAYA,PENINSULA DE YUCATAN,CAMPECHE,CHAMPOTON,PENINSULA DE YUCATAN,POZO,"-90,653170","19,630130",2021,"365,77",Alta,2193,Dudosa para riego,"1403,52",1537,Cultivos con manejo especial,Ligeramente salobres,"0,9365",Potable - Optima,"394,12",Potable - Dura,<1.1,Potable - Excelente,"8,4244",Potable - Buena calidad,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,<0.0015,Potable - Excelente,"0,11085",Potable - Excelente,Amarillo,"CONDUC,",SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
DLCAM246,POZO 6 DEL SISTEMA DE AGUA POTABLE DE HOPELCHEN,PENINSULA DE YUCATAN,CAMPECHE,HOPELCHEN,PENINSULA DE YUCATAN,POZO,"-89,851670","19,742510",2021,"153,76",Alta,1318,Permisible para riego,"843,52",890,Cultivos sensibles,Potable - Dulce,"1,4289",Potable - Optima,"386,28",Potable - Dura,<1.1,Potable - Excelente,"49,0656",No apta como FAAP,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,<0.0015,Potable - Excelente,"0,11382",Potable - Excelente,Rojo,"NO3,",SI,SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI
DLCAM249,POZO 1 DEL SISTEMA DE AGUA POTABLE DE HECELCHAKAN,PENINSULA DE YUCATAN,CAMPECHE,HECELCHAKAN,PENINSULA DE YUCATAN,POZO,"-90,123500","20,195900",2021,"200,45",Alta,3416,Indeseable para riego,"2186,24",2235,Cultivos tolerantes,Salobres,"2,14",Alta,"321,57",Potable - Dura,<1.1,Potable - Excelente,,,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,<0.0015,Potable - Excelente,"0,16117",Potable - Excelente,Rojo,"CONDUC,SDT_ra,SDT_salin,FLUO,",SI,NO,NO,NO,NO,SI,SI,ND,SI,SI,SI,SI,SI,SI,SI
DLCAM252,POZO DEL SISTEMA DE AGUA POTABLE DE DZITBALCHE,PENINSULA DE YUCATAN,CAMPECHE,CALKINI,PENINSULA DE YUCATAN,POZO,"-90,059102","20,321355",2021,"188,1",Alta,3858,Indeseable para riego,"2469,12",2524,Cultivos tolerantes,Salobres,"0,9125",Potable - Optima,"352,94",Potable - Dura,<1.1,Potable - Excelente,,,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,<0.0015,Potable - Excelente,"0,115",Potable - Excelente,Amarillo,"CONDUC,SDT_ra,SDT_salin,",SI,NO,NO,NO,SI,SI,SI,ND,SI,SI,SI,SI,SI,SI,SI
DLCAM253,POZO 2 DEL SISTEMA DE AGUA POTABLE DE CALKINI,PENINSULA DE YUCATAN,CAMPECHE,CALKINI,PENINSULA DE YUCATAN,POZO,"-90,060500","20,377210",2021,"104,5",Media,5071,Indeseable para riego,"4056,8",3216,Cultivos tolerantes,Salobres,"1,719",Alta,"319,61",Potable - Dura,<1.1,Potable - Excelente,,,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,<0.0015,Potable - Excelente,"0,12488",Potable - Excelente,Rojo,"CONDUC,SDT_ra,SDT_salin,FLUO,",SI,NO,NO,NO,NO,SI,SI,ND,SI,SI,SI,SI,SI,SI,SI
DLCAM256,POZO DEL SISTEMA DE AGUA POTABLE DE CENTENARIO,PENINSULA DE YUCATAN,CAMPECHE,ESCARCEGA,PENINSULA DE YUCATAN,POZO,"-90,288313","18,648749",2021,"341,89",Alta,789,Permisible para riego,"504,96",520,Cultivos sensibles,Potable - Dulce,"1,1739",Potable - Optima,"376,47",Potable - Dura,<1.1,Potable - Excelente,,,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,<0.0015,Potable - Excelente,"0,16511",Potable - Excelente,Verde,,SI,SI,SI,SI,SI,SI,SI,ND,SI,SI,SI,SI,SI,SI,SI
DLCAM266,POZO 1 DEL SISTEMA DE AGUA POTABLE DE ESCARCEGA,PENINSULA DE YUCATAN,CAMPECHE,ESCARCEGA,PENINSULA DE YUCATAN,POZO,"-90,721350","18,605800",2021,"310,78",Alta,1068,Permisible para riego,"683,52",701,Cultivos sensibles,Potable - Dulce,"1,5703",Alta,"364,71",Potable - Dura,<1.1,Potable - Excelente,"6,0795",Potable - Buena calidad,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,<0.0015,Potable - Excelente,"0,11725",Potable - Excelente,Rojo,"FLUO,",SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
DLCAM267,POZO 4 DEL SISTEMA DE AGUA POTABLE DE CHICBUL,PENINSULA DE YUCATAN,CAMPECHE,CARMEN,PENINSULA DE YUCATAN,POZO,"-90,922590","18,773860",2021,"393,46",Alta,469,Buena para riego,"300,16",414,Excelente para riego,Potable - Dulce,<0.2,Baja,"323,53",Potable - Dura,<1.1,Potable - Excelente,,,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,<0.0015,Potable - Excelente,"0,13928",Potable - Excelente,Verde,,SI,SI,SI,SI,SI,SI,SI,ND,SI,SI,SI,SI,SI,SI,SI
DLCHI291,CONEJOS-MEDANOS 2,RIO BRAVO,CHIHUAHUA,JUAREZ,CONEJOS-MEDANOS,POZO,"-106,762190","31,749330",2021,"51,6",Baja,1072,Permisible para riego,"686,08","594,6",Cultivos sensibles,Potable - Dulce,"0,9181",Potable - Optima,"81,8934",Potable - Moderadamente suave,<1.1,Potable - Excelente,"2,19336",Potable - Excelente,"0,0285",No apta como FAAP,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,"0,0108",Potable - Excelente,"0,0369",Potable - Excelente,Rojo,"AS,",SI,SI,SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI
DLCHI296,VALLE DE JUAREZ 1,RIO BRAVO,CHIHUAHUA,JUAREZ,VALLE DE JUAREZ,POZO,"-106,281420","31,547090",2021,"184,9",Alta,1542,Permisible para riego,"986,88","1219,4",Cultivos con manejo especial,Ligeramente salobres,"0,3969",Baja,"399,48",Potable - Dura,,,"2,545328",Potable - Excelente,"0,0113",Apta como FAAP,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,"0,0306",Potable - Excelente,"0,0318",Potable - Excelente,Verde,,SI,SI,SI,SI,SI,SI,ND,SI,SI,SI,SI,SI,SI,SI,SI
DLCHI297,VALLE DE JUAREZ 2,RIO BRAVO,CHIHUAHUA,GUADALUPE,VALLE DE JUAREZ,POZO,"-106,112050","31,341430",2021,"202,1",Alta,1460,Permisible para riego,"934,4",818,Cultivos sensibles,Potable - Dulce,"2,1004",Alta,"99,87",Potable - Moderadamente suave,<1.1,Potable - Excelente,"1,326395",Potable - Excelente,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,"0,0031",Potable - Excelente,"0,2355",Potable - Excelente,Rojo,"FLUO,",SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
DLCHI301,FLORES MAGON-VILLA AHUMADA 3,RIO BRAVO,CHIHUAHUA,AHUMADA,FLORES MAGON-VILLA AHUMADA,POZO,"-106,438050","30,159290",2021,"138,675",Media,430,Buena para riego,"275,2","320,8",Excelente para riego,Potable - Dulce,"1,3858",Potable - Optima,"65,9142",Potable - Moderadamente suave,512,Aceptable,"2,851843",Potable - Excelente,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,"0,0238",Potable - Excelente,"0,4713",Sin efectos en la salud - Puede dar color al agua,Amarillo,"FE,",SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,NO
DLCHI330,POZO 24,RIO BRAVO,CHIHUAHUA,CUAUHTEMOC,CUAUHTEMOC,POZO,"-106,868320","28,413680",2021,,,306,Buena para riego,"195,84","170,4",Excelente para riego,Potable - Dulce,,,,,,,<0.02,Potable - Excelente,"0,0203",Apta como FAAP,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,"0,0507",Potable - Excelente,"0,7032",Sin efectos en la salud - Puede dar color al agua,Amarillo,"FE,",ND,SI,SI,SI,ND,ND,ND,SI,SI,SI,SI,SI,SI,SI,NO
DLCHI355,TABALAOPA-ALDAMA 4,RIO BRAVO,CHIHUAHUA,ALDAMA,TABALAOPA-ALDAMA,POZO,"-106,018280","28,668660",2021,,,1147,Permisible para riego,"734,08","751,2",Cultivos sensibles,Potable - Dulce,,,,,,,"11,248943",No apta como FAAP,"0,0429",No apta como FAAP,<0.003,Potable - Excelente,"0,0053",Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,"0,0036",Potable - Excelente,"0,0694",Potable - Excelente,Rojo,"AS,NO3,",ND,SI,SI,SI,ND,ND,ND,NO,NO,SI,SI,SI,SI,SI,SI
DLCOA452,POZO HOSPITAL DEL ISSSTE,RIO BRAVO,COAHUILA DE ZARAGOZA,SALTILLO,SALTILLO-RAMOS ARIZPE,POZO,"-101,012620","25,430410",2021,,,1744,Permisible para riego,"1116,16",1288,Cultivos con manejo especial,Ligeramente salobres,,,,,,,"17,530547",No apta como FAAP,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,"0,003",Potable - Excelente,"0,0261",Potable - Excelente,Rojo,"NO3,",ND,SI,SI,SI,ND,ND,ND,NO,SI,SI,SI,SI,SI,SI,SI
DLCOA454,POZO SIMAS POZUELOS DE ABAJO,RIO BRAVO,COAHUILA DE ZARAGOZA,FRONTERA,MONCLOVA,POZO,"-101,513700","26,922870",2021,,,748,Buena para riego,"478,72","530,2",Cultivos sensibles,Potable - Dulce,,,,,,,"2,482042",Potable - Excelente,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,"0,0037",Potable - Excelente,<0.025,Potable - Excelente,Verde,,ND,SI,SI,SI,ND,ND,ND,SI,SI,SI,SI,SI,SI,SI,SI
DLCOA499,EL HUNDIDO 1,RIO BRAVO,COAHUILA DE ZARAGOZA,CUATRO CIENEGAS,EL HUNDIDO,POZO,"-102,267660","26,600650",2021,"124,775",Media,3747,Indeseable para riego,"2398,08","3125,8",Cultivos tolerantes,Salobres,"3,3093",Alta,"1637,868",Muy dura e indeseable usos industrial y domestico,<1.1,Potable - Excelente,"23,950761",No apta como FAAP,"0,0191",Apta como FAAP,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,"0,0044",Potable - Excelente,"0,0586",Potable - Excelente,Rojo,"CONDUC,SDT_ra,SDT_salin,FLUO,DT,NO3,",SI,NO,NO,NO,NO,NO,SI,NO,SI,SI,SI,SI,SI,SI,SI
DLCOA507,RANCHO ARTURO MENDES,RIO BRAVO,COAHUILA DE ZARAGOZA,OCAMPO,CUATROCIENEGAS-OCAMPO,POZO,"-102,407140","27,603490",2021,,,1345,Permisible para riego,"860,8","997,8",Cultivos sensibles,Potable - Dulce,,,,,,,"1,036067",Potable - Excelente,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,"0,0031",Potable - Excelente,"0,0309",Potable - Excelente,Verde,,ND,SI,SI,SI,ND,ND,ND,SI,SI,SI,SI,SI,SI,SI,SI
DLCOA509,POZO EL SOL,CUENCAS CENTRALES DEL NORTE,COAHUILA DE ZARAGOZA,PARRAS,LA PAILA,POZO,"-102,621770","25,623130",2021,"261,55",Alta,2950,Dudosa para riego,1888,,Cultivos con manejo especial,Ligeramente salobres,"1,26",Potable - Optima,866,Muy dura e indeseable usos industrial y domestico,,,"6,9",Potable - Buena calidad,<0.01,Potable - Excelente,,,,,,,,,,,,,Amarillo,"CONDUC,DT,",SI,NO,SI,SI,SI,NO,ND,SI,SI,ND,ND,ND,ND,ND,ND
DLCOA510,POZO 4 DE MARZO,CUENCAS CENTRALES DEL NORTE,COAHUILA DE ZARAGOZA,PARRAS,GENERAL CEPEDA-SAUCEDA,POZO,"-102,565190","25,563630",2021,"440,56",Indeseable como FAAP,2120,Dudosa para riego,1357,,Cultivos con manejo especial,Ligeramente salobres,"0,84",Potable - Optima,755,Muy dura e indeseable usos industrial y domestico,,,"0,8",Potable - Excelente,<0.01,Potable - Excelente,,,,,,,,,,,,,Amarillo,"ALC,CONDUC,DT,",NO,NO,SI,SI,SI,NO,ND,SI,SI,ND,ND,ND,ND,ND,ND
DLCOA512,POZO EL MIMBRE,CUENCAS CENTRALES DEL NORTE,COAHUILA DE ZARAGOZA,PARRAS,LA PAILA,POZO,"-102,360980","25,670930",2021,"313,86",Alta,1095,Permisible para riego,701,,Cultivos sensibles,Potable - Dulce,"0,68",Media,364,Potable - Dura,,,"1,1",Potable - Excelente,<0.01,Potable - Excelente,,,,,,,,,,,,,Verde,,SI,SI,SI,SI,SI,SI,ND,SI,SI,ND,ND,ND,ND,ND,ND
DLCOA517,"P-2, RECREATIVO EL OASIS",CUENCAS CENTRALES DEL NORTE,COAHUILA DE ZARAGOZA,PARRAS,LA PAILA,POZO,"-102,166060","25,601860",2021,"420,8",Indeseable como FAAP,313,Buena para riego,157,,Excelente para riego,Potable - Dulce,"1,1",Potable - Optima,1822,Muy dura e indeseable usos industrial y domestico,,,"0,5",Potable - Excelente,<0.01,Potable - Excelente,,,,,,,,,,,,,Amarillo,"ALC,DT,",NO,SI,SI,SI,SI,NO,ND,SI,SI,ND,ND,ND,ND,ND,ND
DLCOA518,"P-1, SAN JUDAS",CUENCAS CENTRALES DEL NORTE,COAHUILA DE ZARAGOZA,PARRAS,LA PAILA,POZO,"-102,174810","25,590780",2021,"553,32",Indeseable como FAAP,2046,Dudosa para riego,1309,,Cultivos con manejo especial,Ligeramente salobres,"0,99",Potable - Optima,988,Muy dura e indeseable usos industrial y domestico,,,"0,4",Potable - Excelente,<0.01,Potable - Excelente,,,,,,,,,,,,,Amarillo,"ALC,CONDUC,DT,",NO,NO,SI,SI,SI,NO,ND,SI,SI,ND,ND,ND,ND,ND,ND
DLCOA5367,POZO CANDELARIA #1.,RIO BRAVO,COAHUILA DE ZARAGOZA,GUERRERO,ALLENDE-PIEDRAS NEGRAS,POZO,"-101,348780","25,452360",2021,"281,22",Alta,929,Permisible para riego,"594,56","574,6",Cultivos sensibles,Potable - Dulce,"0,7542",Potable - Optima,"285,6282",Potable - Dura,3448,Contaminada,"10,107521",Potable - Buena calidad,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,<0.0015,Potable - Excelente,<0.025,Potable - Excelente,Rojo,"CF,",SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI
DLCOA5368,POZO MACUYU,RIO BRAVO,COAHUILA DE ZARAGOZA,GENERAL CEPEDA,GENERAL CEPEDA-SAUCEDA,POZO,"-101,647222","25,357500",2021,"279,04",Alta,628,Buena para riego,"401,92",410,Excelente para riego,Potable - Dulce,"0,3518",Baja,"263,6568",Potable - Dura,52,Buena calidad,"11,027572",No apta como FAAP,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,<0.0015,Potable - Excelente,"0,068",Potable - Excelente,Rojo,"NO3,",SI,SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI
DLCOL550M1,POZO DE AGUA POTABLE No. 334 EL COLOMO,LERMA SANTIAGO PACIFICO,COLIMA,MANZANILLO,EL COLOMO,POZO,"-104,243333","19,053861",2021,"65,205",Baja,425,Buena para riego,272,"312,6",Excelente para riego,Potable - Dulce,"0,393",Baja,"135,6464",Potable - Dura,<1.1,Potable - Excelente,"4,096801",Potable - Excelente,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,<0.0015,Potable - Excelente,<0.025,Potable - Excelente,Verde,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
DLCOL566,POZO No. 635 A.P. EL REAL,LERMA SANTIAGO PACIFICO,COLIMA,TECOMAN,ARMERIA-TECOMAN-PERIQUILLOS,POZO,"-103,947450","18,843470",2021,"175,95",Alta,660,Buena para riego,"422,4","508,2",Cultivos sensibles,Potable - Dulce,"0,381",Baja,"243,3656",Potable - Dura,<1.1,Potable - Excelente,<0.02,Potable - Excelente,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,"0,0473",Potable - Excelente,"0,1339",Potable - Excelente,Verde,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
DLCOL572,"POZO No. 618 H. ARMERIA, RINCON DE LOPEZ",LERMA SANTIAGO PACIFICO,COLIMA,ARMERIA,ALZADA-TEPAMES,POZO,"-103,930980","19,055830",2021,"221,49",Alta,759,Permisible para riego,"485,76",595,Cultivos sensibles,Potable - Dulce,"0,3516",Baja,"353,0796",Potable - Dura,20,Buena calidad,"2,308279",Potable - Excelente,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,"0,0029",Potable - Excelente,"0,097",Potable - Excelente,Verde,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
