CLAVE,SITIO,ORGANISMO_DE_CUENCA,ESTADO,MUNICIPIO,ACUIFERO,SUBTIPO,LONGITUD,LATITUD,PERIODO,ALC_mg/L,CALIDAD_ALC,CONDUCT_mS/cm,CALIDAD_CONDUC,SDT_mg/L,SDT_M_mg/L,CALIDAD_SDT_ra,CALIDAD_SDT_salin,FLUORUROS_mg/L,CALIDAD_FLUO,DUR_mg/L,CALIDAD_DUR,COLI_FEC_NMP/100_mL,CALIDAD_COLI_FEC,N_NO3_mg/L,CALIDAD_N_NO3,AS_TOT_mg/L,CALIDAD_AS,CD_TOT_mg/L,CALIDAD_CD,CR_TOT_mg/L,CALIDAD_CR,HG_TOT_mg/L,CALIDAD_HG,PB_TOT_mg/L,CALIDAD_PB,MN_TOT_mg/L,CALIDAD_MN,FE_TOT_mg/L,CALIDAD_FE,SEMAFORO,CONTAMINANTES,CUMPLE_CON_ALC,CUMPLE_CON_COND,CUMPLE_CON_SDT_ra,CUMPLE_CON_SDT_salin,CUMPLE_CON_FLUO,CUMPLE_CON_DUR,CUMPLE_CON_CF,CUMPLE_CON_NO3,CUMPLE_CON_AS,CUMPLE_CON_CD,CUMPLE_CON_CR,CUMPLE_CON_HG,CUMPLE_CON_PB,CUMPLE_CON_MN,CUMPLE_CON_FE
OCLSP3827,POZO NO. 687,LERMA SANTIAGO PACIFICO,JALISCO,AYOTLAN,LA BARCA,POZO,"-102,390880","20,440430",2021,"233,2",Alta,737,Buena para riego,"471,68","631,4",Cultivos sensibles,Potable - Dulce,"3,9043",Alta,"117,6932",Potable - Moderadamente suave,24196,Fuertemente contaminada,"16,333759",No apta como FAAP,"0,0602",No apta como FAAP,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,<0.0015,Potable - Excelente,<0.025,Potable - Excelente,Rojo,"FLUO,CF,AS,NO3,",SI,SI,SI,SI,NO,SI,NO,NO,NO,SI,SI,SI,SI,SI,SI
OCLSP3828,POZO UNIDAD DEPORTIVA OCOTLAN,LERMA SANTIAGO PACIFICO,JALISCO,OCOTLAN,OCOTLAN,POZO,"-102,779000","20,359300",2021,"287,73",Alta,581,Buena para riego,"371,84","379,8",Excelente para riego,Potable - Dulce,"0,4973",Media,"149,595",Potable - Dura,,,<0.02,Potable - Excelente,"0,0261",No apta como FAAP,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,"0,0861",Potable - Excelente,"0,1802",Potable - Excelente,Rojo,"AS,",SI,SI,SI,SI,SI,SI,ND,SI,NO,SI,SI,SI,SI,SI,SI
OCLSP3841,POZO 34. ATEQUIZA 2,LERMA SANTIAGO PACIFICO,JALISCO,IXTLAHUACAN DE LOS MEMBRILLOS,CAJITITLAN,POZO,"-103,148900","20,392110",2021,"207,76",Alta,423,Buena para riego,"270,72","300,8",Excelente para riego,Potable - Dulce,"0,6879",Media,"109,714",Potable - Moderadamente suave,<1.1,Potable - Excelente,"2,973183",Potable - Excelente,"0,0181",Apta como FAAP,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,<0.0015,Potable - Excelente,<0.025,Potable - Excelente,Verde,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
OCLSP3860,POZO SUR POBLACION TAPALPA,LERMA SANTIAGO PACIFICO,JALISCO,TAPALPA,TAPALPA,POZO,"-103,757005","19,937367",2021,"139,725",Media,273,Buena para riego,"174,72","219,2",Excelente para riego,Potable - Dulce,"0,2764",Baja,"101,7246",Potable - Moderadamente suave,<1.1,Potable - Excelente,"2,528063",Potable - Excelente,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,"0,015",Potable - Excelente,<0.025,Potable - Excelente,Verde,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
OCLSP3970,POZO RADIAL SEAPAL,LERMA SANTIAGO PACIFICO,JALISCO,PUERTO VALLARTA,PUERTO VALLARTA,POZO,"-105,242270","20,719040",2021,"146,97",Media,410,Buena para riego,"262,4",236,Excelente para riego,Potable - Dulce,"0,4174",Media,"153,5842",Potable - Dura,<1.1,Potable - Excelente,"0,035799",Potable - Excelente,"0,0196",Apta como FAAP,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,"0,9316",Puede afectar la salud,"1,644",Sin efectos en la salud - Puede dar color al agua,Amarillo,"MN,FE,",SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,NO,NO
OCLSP3983,POZO SEAPAL 9,LERMA SANTIAGO PACIFICO,JALISCO,PUERTO VALLARTA,PUERTO VALLARTA,POZO,"-105,212110","20,642820",2021,"77,625",Media,211,Excelente para riego,"135,04","157,4",Excelente para riego,Potable - Dulce,"0,6901",Media,"69,811",Potable - Moderadamente suave,<1.1,Potable - Excelente,"1,596528",Potable - Excelente,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,"0,0042",Potable - Excelente,<0.025,Potable - Excelente,Verde,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
OCNOR4009,POZO EL CALLEJON,NOROESTE,SONORA,TRINCHERAS,MAGDALENA,POZO,"-111,524240","30,401850",2021,,,840,Permisible para riego,"537,6","559,2",Cultivos sensibles,Potable - Dulce,,,,,,,"2,005122",Potable - Excelente,"0,0226",Apta como FAAP,<0.003,Potable - Excelente,<0.005,Potable - Excelente,"0,00051",Potable - Excelente,<0.005,Potable - Excelente,<0.0015,Potable - Excelente,<0.025,Potable - Excelente,Verde,,ND,SI,SI,SI,ND,ND,ND,SI,SI,SI,SI,SI,SI,SI,SI
OCNOR4013,POZO SAHUARIPA SA-04,NOROESTE,SONORA,SAHUARIPA,RIO SAHUARIPA,POZO,"-109,229780","29,049730",2021,,,856,Permisible para riego,"547,84","581,6",Cultivos sensibles,Potable - Dulce,,,,,,,"1,621938",Potable - Excelente,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,<0.0015,Potable - Excelente,<0.025,Potable - Excelente,Verde,,ND,SI,SI,SI,ND,ND,ND,SI,SI,SI,SI,SI,SI,SI,SI
OCNOR4025,POZO ARIZPE,NOROESTE,SONORA,ARIZPE,RIO BACANUCHI,POZO,"-110,160940","30,341190",2021,"213,925",Alta,677,Buena para riego,"433,28",620,Cultivos sensibles,Potable - Dulce,"0,2548",Baja,"347,5476",Potable - Dura,<1.1,Potable - Excelente,"1,525444",Potable - Excelente,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,<0.0015,Potable - Excelente,<0.025,Potable - Excelente,Verde,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
OCNOR4027,POZO TAHUICHOPA,NOROESTE,SONORA,ARIZPE,RIO BACANUCHI,POZO,"-110,157890","30,373350",2021,"245,1",Alta,766,Permisible para riego,"490,24",688,Cultivos sensibles,Potable - Dulce,"0,3776",Baja,"391,4904",Potable - Dura,74,Buena calidad,"1,821231",Potable - Excelente,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,"0,0731",Potable - Excelente,"0,0854",Potable - Excelente,Verde,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
OCNOR4029,POZO BACOACHI,NOROESTE,SONORA,BACOACHI,RIO BACOACHI,POZO,"-109,955860","30,635660",2021,,,303,Buena para riego,"193,92",221,Excelente para riego,Potable - Dulce,,,,,,,"0,245023",Potable - Excelente,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,<0.0015,Potable - Excelente,<0.025,Potable - Excelente,Verde,,ND,SI,SI,SI,ND,ND,ND,SI,SI,SI,SI,SI,SI,SI,SI
OCNOR4037,HACIENDA DE LA FLOR,NOROESTE,SONORA,HERMOSILLO,MESA DEL SERI-LA VICTORIA,POZO,"-110,941330","29,072310",2021,"309,56",Alta,1137,Permisible para riego,"727,68","802,4",Cultivos sensibles,Potable - Dulce,"1,0943",Potable - Optima,"307,5996",Potable - Dura,<1.1,Potable - Excelente,"9,808807",Potable - Buena calidad,"0,0146",Apta como FAAP,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,<0.0015,Potable - Excelente,<0.025,Potable - Excelente,Verde,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
OCNOR4062,POZO TEPACHE,NOROESTE,SONORA,TEPACHE,RIO MOCTEZUMA,POZO,"-109,536190","29,536880",2021,,,747,Buena para riego,"478,08","513,2",Cultivos sensibles,Potable - Dulce,,,,,,,"3,064302",Potable - Excelente,<0.01,Potable - Excelente,<0.003,Potable - Excelente,"0,0064",Potable - Excelente,"0,0005",Potable - Excelente,<0.005,Potable - Excelente,"0,0368",Potable - Excelente,"0,5613",Sin efectos en la salud - Puede dar color al agua,Amarillo,"FE,",ND,SI,SI,SI,ND,ND,ND,SI,SI,SI,SI,SI,SI,SI,NO
OCNOR4077,POZO SANTA ANA,NOROESTE,SONORA,SANTA ANA,MAGDALENA,POZO,"-111,116640","30,549700",2021,,,615,Buena para riego,"393,6",440,Excelente para riego,Potable - Dulce,,,,,,,"1,78506",Potable - Excelente,"0,0267",No apta como FAAP,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,"0,0035",Potable - Excelente,<0.025,Potable - Excelente,Rojo,"AS,",ND,SI,SI,SI,ND,ND,ND,SI,NO,SI,SI,SI,SI,SI,SI
OCNOR4153,POZO SAN MIGUEL DE HORCASITAS,NOROESTE,SONORA,SAN MIGUEL DE HORCASITAS,RIO SAN MIGUEL,POZO,"-110,728070","29,488650",2021,"262,69",Alta,708,Buena para riego,"453,12","521,8",Cultivos sensibles,Potable - Dulce,"0,476",Media,"295,6152",Potable - Dura,<1.1,Potable - Excelente,"3,066386",Potable - Excelente,"0,0108",Apta como FAAP,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,<0.0015,Potable - Excelente,<0.025,Potable - Excelente,Verde,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
OCNOR4179,LA COLORADA,NOROESTE,SONORA,LA COLORADA,VALLE DE GUAYMAS,POZO,"-110,581100","28,799640",2021,,,742,Buena para riego,"474,88","461,4",Excelente para riego,Potable - Dulce,,,,,,,"6,191544",Potable - Buena calidad,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,<0.0015,Potable - Excelente,<0.025,Potable - Excelente,Verde,,ND,SI,SI,SI,ND,ND,ND,SI,SI,SI,SI,SI,SI,SI,SI
OCNOR4212,OOMAPAS No 2,NOROESTE,SONORA,PUERTO PEÑASCO,SONOYTA-PUERTO PEÑASCO,POZO,"-113,380270","31,482550",2021,"243,8",Alta,1975,Permisible para riego,1264,"1107,6",Cultivos con manejo especial,Ligeramente salobres,"6,1817",Alta,"99,74",Potable - Moderadamente suave,10,Buena calidad,"1,735671",Potable - Excelente,"0,0249",Apta como FAAP,<0.003,Potable - Excelente,"0,006",Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,<0.0015,Potable - Excelente,"0,0492",Potable - Excelente,Rojo,"FLUO,",SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
OCNOR4221,EL VENTARRON,NOROESTE,SONORA,CABORCA,CABORCA,POZO,"-112,164167","30,703528",2021,,,1138,Permisible para riego,"728,32",651,Cultivos sensibles,Potable - Dulce,,,,,,,"8,628278",Potable - Buena calidad,"0,0378",No apta como FAAP,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,<0.0015,Potable - Excelente,<0.025,Potable - Excelente,Rojo,"AS,",ND,SI,SI,SI,ND,ND,ND,SI,NO,SI,SI,SI,SI,SI,SI
OCNOR4224M1,POZO QUITOVAC,NOROESTE,SONORA,GENERAL PLUTARCO ELIAS CALLES,SONOYTA-PUERTO PEÑASCO,POZO,"-112,750556","31,515833",2021,"325,42",Alta,1741,Permisible para riego,"1114,24","1140,4",Cultivos con manejo especial,Ligeramente salobres,"1,9321",Alta,"323,1576",Potable - Dura,<1.1,Potable - Excelente,"4,51042",Potable - Excelente,"0,0498",No apta como FAAP,<0.003,Potable - Excelente,"0,0065",Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,"0,0089",Potable - Excelente,"0,0471",Potable - Excelente,Rojo,"FLUO,AS,",SI,SI,SI,SI,NO,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI
OCNOR4225,PUBLICO URBANO SONOITA,NOROESTE,SONORA,GENERAL PLUTARCO ELIAS CALLES,SONOYTA-PUERTO PEÑASCO,POZO,"-112,829800","31,869200",2021,"213,06",Alta,1293,Permisible para riego,"827,52","790,8",Cultivos sensibles,Potable - Dulce,"5,3218",Alta,"123,6776",Potable - Dura,<1.1,Potable - Excelente,"6,715665",Potable - Buena calidad,"0,0308",No apta como FAAP,<0.003,Potable - Excelente,"0,0174",Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,"0,0127",Potable - Excelente,"0,5679",Sin efectos en la salud - Puede dar color al agua,Rojo,"FLUO,AS,FE,",SI,SI,SI,SI,NO,SI,SI,SI,NO,SI,SI,SI,SI,SI,NO
OCNOR6230,POZO LA VICTORIA,NOROESTE,SONORA,MAGDALENA,MAGDALENA,POZO,"-110,955438","30,641653",2021,,,649,Buena para riego,"415,36","489,6",Excelente para riego,Potable - Dulce,,,,,,,"2,202906",Potable - Excelente,"0,0239",Apta como FAAP,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,<0.0015,Potable - Excelente,<0.025,Potable - Excelente,Verde,,ND,SI,SI,SI,ND,ND,ND,SI,SI,SI,SI,SI,SI,SI,SI
OCNOR6239,ACONCHI,NOROESTE,SONORA,ACONCHI,RIO SONORA,POZO,"-110,231751","29,827169",2021,"296,7",Alta,926,Permisible para riego,"592,64",712,Cultivos sensibles,Potable - Dulce,"0,5106",Media,"361,5294",Potable - Dura,<1.1,Potable - Excelente,"4,068509",Potable - Excelente,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,<0.0015,Potable - Excelente,<0.025,Potable - Excelente,Verde,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
OCNOR6242,BAVIACORA POZO 1,NOROESTE,SONORA,BAVIACORA,RIO SONORA,POZO,"-110,166953","29,714422",2021,"331,1",Alta,1197,Permisible para riego,"766,08","1072,4",Cultivos con manejo especial,Ligeramente salobres,"0,4788",Media,"573,2538",Muy dura e indeseable usos industrial y domestico,86,Buena calidad,"10,312979",Potable - Buena calidad,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,<0.0015,Potable - Excelente,"0,0955",Potable - Excelente,Amarillo,"DT,",SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI
OCNOR6244,HUEPAC,NOROESTE,SONORA,HUEPAC,RIO SONORA,POZO,"-110,218444","29,911820",2021,"305,3",Alta,882,Permisible para riego,"564,48","695,2",Cultivos sensibles,Potable - Dulce,"0,5624",Media,"373,5138",Potable - Dura,<1.1,Potable - Excelente,"4,158987",Potable - Excelente,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,<0.0015,Potable - Excelente,<0.025,Potable - Excelente,Verde,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
OCNOR6246,NACOZARI DE GARCIA,NOROESTE,SONORA,NACOZARI DE GARCIA,CUMPAS,POZO,"-109,685520","30,380790",2021,,,596,Buena para riego,"381,44","446,4",Excelente para riego,Potable - Dulce,,,,,,,"1,49189",Potable - Excelente,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,<0.0015,Potable - Excelente,<0.025,Potable - Excelente,Verde,,ND,SI,SI,SI,ND,ND,ND,SI,SI,SI,SI,SI,SI,SI,SI
OCNOR6248,SAN FELIPE DE JESUS,NOROESTE,SONORA,SAN FELIPE,RIO SONORA,POZO,"-110,249790","29,854986",2021,"86,94",Media,281,Buena para riego,"179,84","212,4",Excelente para riego,Potable - Dulce,"0,3922",Baja,"123,6652",Potable - Dura,<1.1,Potable - Excelente,"1,864981",Potable - Excelente,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,<0.0015,Potable - Excelente,<0.025,Potable - Excelente,Verde,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
OCNOR6251,URES,NOROESTE,SONORA,URES,RIO SONORA,POZO,"-110,391199","29,431096",2021,"201,65",Alta,702,Buena para riego,"449,28","468,8",Excelente para riego,Potable - Dulce,"3,2347",Alta,"207,7296",Potable - Dura,<1.1,Potable - Excelente,"5,001307",Potable - Buena calidad,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,<0.0015,Potable - Excelente,<0.025,Potable - Excelente,Rojo,"FLUO,",SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
OCNOR6253,Pozo No. 1,NOROESTE,SONORA,SANTA ANA,MAGDALENA,POZO,"-111,113770","30,548729",2021,,,616,Buena para riego,"394,24",455,Excelente para riego,Potable - Dulce,,,,,,,"1,856841",Potable - Excelente,"0,0266",No apta como FAAP,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,<0.0015,Potable - Excelente,<0.025,Potable - Excelente,Rojo,"AS,",ND,SI,SI,SI,ND,ND,ND,SI,NO,SI,SI,SI,SI,SI,SI
OCNOR6264,LA MORA,NOROESTE,SONORA,BANAMICHI,RIO SONORA,POZO,"-110,204800","29,977650",2021,,,587,Buena para riego,"375,68","428,6",Excelente para riego,Potable - Dulce,,,,,,,"1,160271",Potable - Excelente,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,"0,0034",Potable - Excelente,"0,1583",Potable - Excelente,Verde,,ND,SI,SI,SI,ND,ND,ND,SI,SI,SI,SI,SI,SI,SI,SI
OCNOR6275,ORG. OPER. CANANEA,NOROESTE,SONORA,CANANEA,RIO SAN PEDRO,POZO,"-110,111870","31,085050",2021,"127,925",Media,247,Excelente para riego,"158,08","191,8",Excelente para riego,Potable - Dulce,"0,3395",Baja,90,Potable - Moderadamente suave,<1.1,Potable - Excelente,"0,693532",Potable - Excelente,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,<0.0015,Potable - Excelente,<0.025,Potable - Excelente,Verde,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
OCNOR6276,POZO FUNDICION,NOROESTE,SONORA,NAVOJOA,COCORAQUE,POZO,"-109,733580","27,326550",2021,,,693,Buena para riego,"443,52",409,Excelente para riego,Potable - Dulce,,,,,,,"4,254643",Potable - Excelente,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,<0.0015,Potable - Excelente,<0.025,Potable - Excelente,Verde,,ND,SI,SI,SI,ND,ND,ND,SI,SI,SI,SI,SI,SI,SI,SI
OCNOR6284,MS-19,NOROESTE,SONORA,HERMOSILLO,MESA DEL SERI-LA VICTORIA,POZO,"-110,887222","29,102778",2021,,,903,Permisible para riego,"577,92","638,4",Cultivos sensibles,Potable - Dulce,,,,,,,"6,214909",Potable - Buena calidad,"0,0146",Apta como FAAP,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,<0.0015,Potable - Excelente,<0.025,Potable - Excelente,Verde,,ND,SI,SI,SI,ND,ND,ND,SI,SI,SI,SI,SI,SI,SI,SI
OCNOR6285,MS-17,NOROESTE,SONORA,HERMOSILLO,MESA DEL SERI-LA VICTORIA,POZO,"-110,878050","29,103700",2021,,,616,Buena para riego,"394,24","440,4",Excelente para riego,Potable - Dulce,,,,,,,"4,444876",Potable - Excelente,"0,0163",Apta como FAAP,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,<0.0015,Potable - Excelente,<0.025,Potable - Excelente,Verde,,ND,SI,SI,SI,ND,ND,ND,SI,SI,SI,SI,SI,SI,SI,SI
OCNOR6288,CFE,NOROESTE,SONORA,HERMOSILLO,MESA DEL SERI-LA VICTORIA,POZO,"-110,923917","29,032388",2021,,,889,Permisible para riego,"568,96","530,6",Cultivos sensibles,Potable - Dulce,,,,,,,"10,201617",Potable - Buena calidad,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,<0.0015,Potable - Excelente,<0.025,Potable - Excelente,Verde,,ND,SI,SI,SI,ND,ND,ND,SI,SI,SI,SI,SI,SI,SI,SI
OCNOR6289,SAUCEDA 3,NOROESTE,SONORA,HERMOSILLO,COSTA DE HERMOSILLO,POZO,"-110,956100","29,072000",2021,,,712,Buena para riego,"455,68","520,4",Cultivos sensibles,Potable - Dulce,,,,,,,"1,60421",Potable - Excelente,"0,0149",Apta como FAAP,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,<0.0015,Potable - Excelente,<0.025,Potable - Excelente,Verde,,ND,SI,SI,SI,ND,ND,ND,SI,SI,SI,SI,SI,SI,SI,SI
OCNOR6290,SAUCEDA 4,NOROESTE,SONORA,HERMOSILLO,MESA DEL SERI-LA VICTORIA,POZO,"-110,924930","29,073120",2021,,,891,Permisible para riego,"570,24","661,8",Cultivos sensibles,Potable - Dulce,,,,,,,"3,176332",Potable - Excelente,"0,0156",Apta como FAAP,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,<0.0015,Potable - Excelente,<0.025,Potable - Excelente,Verde,,ND,SI,SI,SI,ND,ND,ND,SI,SI,SI,SI,SI,SI,SI,SI
OCNOR6291,PARQUE INDUSTRIAL,NOROESTE,SONORA,HERMOSILLO,MESA DEL SERI-LA VICTORIA,POZO,"-110,910780","29,021390",2021,,,799,Permisible para riego,"511,36","472,2",Cultivos sensibles,Potable - Dulce,,,,,,,"1,868546",Potable - Excelente,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,<0.0015,Potable - Excelente,<0.025,Potable - Excelente,Verde,,ND,SI,SI,SI,ND,ND,ND,SI,SI,SI,SI,SI,SI,SI,SI
OCNOR6292,SAUCEDA 6,NOROESTE,SONORA,HERMOSILLO,MESA DEL SERI-LA VICTORIA,POZO,"-110,924611","29,067278",2021,,,623,Buena para riego,"398,72",450,Excelente para riego,Potable - Dulce,,,,,,,"0,750514",Potable - Excelente,"0,021",Apta como FAAP,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,<0.0015,Potable - Excelente,<0.025,Potable - Excelente,Verde,,ND,SI,SI,SI,ND,ND,ND,SI,SI,SI,SI,SI,SI,SI,SI
OCNOR6293,SAUCEDA 9,NOROESTE,SONORA,HERMOSILLO,COSTA DE HERMOSILLO,POZO,"-110,992000","29,084000",2021,,,769,Permisible para riego,"492,16","502,6",Cultivos sensibles,Potable - Dulce,,,,,,,"1,505756",Potable - Excelente,"0,0155",Apta como FAAP,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,<0.0015,Potable - Excelente,<0.025,Potable - Excelente,Verde,,ND,SI,SI,SI,ND,ND,ND,SI,SI,SI,SI,SI,SI,SI,SI
OCNOR6295,POZO ZAMORA,NOROESTE,SONORA,HERMOSILLO,RIO ZANJON,POZO,"-110,884750","29,265250",2021,"182,03",Alta,1194,Permisible para riego,"764,16","638,6",Cultivos sensibles,Potable - Dulce,"1,0262",Potable - Optima,"219,714",Potable - Dura,<1.1,Potable - Excelente,"8,814137",Potable - Buena calidad,"0,0186",Apta como FAAP,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,"0,0026",Potable - Excelente,"0,403",Sin efectos en la salud - Puede dar color al agua,Amarillo,"FE,",SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,NO
OCNOR6296,POZO CORRALES PARQUE IND,NOROESTE,SONORA,HERMOSILLO,MESA DEL SERI-LA VICTORIA,POZO,"-110,920278","29,025833",2021,,,654,Buena para riego,"418,56","431,6",Excelente para riego,Potable - Dulce,,,,,,,"2,507878",Potable - Excelente,"0,0132",Apta como FAAP,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,<0.0015,Potable - Excelente,"0,0404",Potable - Excelente,Verde,,ND,SI,SI,SI,ND,ND,ND,SI,SI,SI,SI,SI,SI,SI,SI
OCNOR6297,POZO REALITO 2,NOROESTE,SONORA,HERMOSILLO,MESA DEL SERI-LA VICTORIA,POZO,"-110,893694","29,088639",2021,,,992,Permisible para riego,"634,88","730,4",Cultivos sensibles,Potable - Dulce,,,,,,,"8,510479",Potable - Buena calidad,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,<0.0015,Potable - Excelente,<0.025,Potable - Excelente,Verde,,ND,SI,SI,SI,ND,ND,ND,SI,SI,SI,SI,SI,SI,SI,SI
OCNOR6298,POZO ZN-7 LOS BAGOTES,NOROESTE,SONORA,HERMOSILLO,COSTA DE HERMOSILLO,POZO,"-110,982800","29,110000",2021,,,737,Buena para riego,"471,68","442,8",Excelente para riego,Potable - Dulce,,,,,,,"2,468956",Potable - Excelente,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,<0.0015,Potable - Excelente,"0,0384",Potable - Excelente,Verde,,ND,SI,SI,SI,ND,ND,ND,SI,SI,SI,SI,SI,SI,SI,SI
